image,description,display name,category,image_path,img_ok
20154.jpg,"Composition Blue and cream checked shirt made of 100% cotton, has a spread collar, a full front buttoned placket, long sleeves with buttoned cuffs and mid arm buttoned tab, yoked back, pocket with embroidered branding on left chest and a curved hem Fit Regular Wash care Machine wash using a mild detergent Wash dark colours separately Wash and dry inside out Do not bleach, do not wring Flat dry in shade or tumble dry Warm iron wrangler has been clothing the world since 1947 and they're showing no sign of slowing down – this stylish shirt will give you a relaxed, easy-going air. The mid arm tabs on the sleeves mean you can roll them up when the weather gets warmer, while the cotton fabric keeps you fresh and comfortable all day. Team this with jeans and leather shoes for that perfect semi-formal look. Model statistics The product is a size M on a model of height 6' and shoulders 18""",Wrangler Men Tylor Navy Blue Shirt,Shirts,20154.jpg,True
17563.jpg,"Composition Green and pink striped shirt with white accents made of blended cotton, has full sleeves with buttoned cuffs, spread collar, buttoned placket, patch pocket on the left chest with stitch detailing and a curved hem   Fit  Slim   Wash care  Delicate machine wash at 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub, bleach or iron directly on print/embroidery Drip dry Warm iron  This formal shirt from mark taylor is crafted for the urban office-goer with its fashionable design and flattering slim fit. Show off your professional side with this signature shirt. Pair it with formal trousers, a leather belt and leather shoes for a smart day-to-night combination.   Model statistics  The model wears a size M in shirts with height 6' and shoulders 18""",Mark Taylor Men Green & Pink Striped Shirt,Shirts,17563.jpg,True
39701.jpg,"Style Note Perfect for style and comfort, this shirt from spykar is sure to quickly elevate into a wardrobe favourite. Crafted from cotton fabric, it offers exemplary comfort. Team it with formal pants and leather shoes for a formal look, or with jeans and suede shoes for a semi-formal touch. Product Details Teal blue shirt, has a spread collar, long sleeves with buttoned cuffs, buttoned tabs on the shoulders, full buttoned placket, a patch pocket on the left chest and a curved hem Material and Care 100% cotton Wash separately Do not iron on prints and embellishments Size and Fit Regular fit The model (height 6' and shoulder 18"") is wearing a size M",Spykar Men Ranger Teal Shirt,Shirts,39701.jpg,True
27882.jpg,"Composition Olive shirt made of 100% cotton, has a slit neckline, full length buttoned placket, long sleeves with mid arm button tabs, buttoned cuffs and a curved hem   Fit Regular   Wash Care Hand or machine wash cold with a mild detergent Wash dark colours separately Tumble dry low Dry in shade Do not bleach Warm iron  Get back to the basics with this shirt from scullers for her. A great choice for everyday wear, team it with a denim pencil skirt and heeled sandals for a stylish look.   Model Statistics The product is a size M on a model of height 5'8"", chest 33""",Scullers For Her Olive Shirt,Shirts,27882.jpg,True
33552.jpg,"Brown shirt, striped weave pattern, spread collar, full button placket, long sleeves with button cuffs and roll-up tab feature, patch pocket at the left chest with embroidered branding, yoke at the back, curved hem, contrast stitch detail",Wrangler Men Brown Striped Shirt,Shirts,33552.jpg,True
10421.jpg,"Composition Light blue shirt made of 100% cotton, with full arm sleeves and buttoned cuffs, white collar, front buttoned placket and embroidered branding on left chest   Fitting  Comfort   Wash  care  Delicate machine wash at 30 degrees using mild detergent Do not dry clean Do not tumble dry, wring, scrub or bleach Dry flat in shade Warm iron Do not iron directly on print/embroidery  Get casual, get comfortable in style with this shirt from united colors of benetton. The full sleeves are sure to keep the chill away this winter, while you can roll up the sleeves to suit the occasion. Team this with jeans and sports shoes for that cool, casual look.  Model statistics The model wears size M in t-shirts Height-6', Shoulders-18"" ",United Colors of Benetton Men Solid Blue Shirts,Shirts,10421.jpg,True
19699.jpg,"Composition White shirt made of 100% cotton, has a spread collar, buttoned placket, full sleeves with buttoned cuffs, patch pocket and branding on the left chest, and has a curved hem Fit Comfort Wash care Delicate machine wash at 30 degrees using a mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Dry flat in shade Warm iron  do not iron directly on decorations Impeccable cuts and a luxury construction is a winning sartorial combination - and this shirt from united colors of benetton has both. Lead yourself to a new generation of style and sophistication with this cotton shirt. Pair it with straight fit formal trousers, classy accessories and shiny oxfords. Model statistics The product is a size M on a model of height 6' and shoulders 18""",United Colors of Benetton Men White Shirt,Shirts,19699.jpg,True
13325.jpg,"Composition Brown full-sleeve shirt made of 100% cotton, has foldover sleeves with mid-sleeve buttons, tipped collar, stitch detailing above the two pockets on either chest, print on the back and a full length button placket Fitting Regular Wash care Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery Dress your little boy in this shirt from gini and jony and watch him play a game of soccer like a pro. The cut adds a hint of smartness to this shirt, while the fabric keeps him fresh and comfortable all day. Team it with shorts and sneakers for that uber cool and comfy look.",Gini and Jony Kids Boys Printed Brown Shirts,Shirts,13325.jpg,True
46362.jpg,"  Style Note  Proudly display your fashion sense with this casual shirt from locomotive. The Fit enhances your figure while the look oozes easy charm. Team this with jeans and sports shoes on a day out with friends or with leather shoes and a cool jacket for an evening date to create an excellent impression.  Product Details  Multicoloured patterned shirt, has a slim spread collar, full buttoned placket, buttoned tabs on the shoulder, back yoke, long sleeves with buttoned cuffs, two mid arm buttoned tabs to adjust the length of the sleeve when folding it up, patch pocket on the left with branding above it and curved hemline with branding above the hemline  Material and Care  100% cotton  Machine wash warm  Do not bleach  Tumble dry normal  Use warm iron  Size and Fit  Regular Fit  The model (height 6' and shoulders 18"") is wearing a size M  Style Note Proudly display your fashion sense with this casual shirt from Locomotive. The fit enhances your figure while the look oozes easy charm. Team this with jeans and Sports shoes on a day out with friends or with leather shoes and a cool jacket for an evening date to create an excellent impression. Product Details Multicoloured patterned shirt, has a slim spread collar, full buttoned placket, buttoned tabs on the shoulder, back yoke, long sleeves with buttoned cuffs, two mid arm buttoned tabs to adjust the length of the sleeve when folding it up, patch pocket on the left with branding above it and curved hemline with branding above the hemline Material and Care 100% cotton Machine wash warm Do not bleach Tumble dry normal Use warm iron Size and Fit Regular Fit The model (height 6' and shoulders 18"") is wearing a size M",Locomotive Men Lavender And Grey Check Shirt,Shirts,46362.jpg,True
8805.jpg,"Composition Black and white check shirt made of 100% cotton, with full sleeves, full length buttoned placket with metal buttons, patch pockets on the chest with buttoned flaps, with embroidered brand name over the left chest pocket, brand badge over the right sleeve  and a curved hemline Fitting Relaxed Wash care   Pre-soak the garment before wash  Wash inside out with zippers and buttons fastened  Preferably hand washed  Use only mild detergents  Wash dark colours separately  Do not attempt to remove stains by spot washing  Drip dry on hanger and avoid wringing  Flat dry  Preferably steam iron   This black and white check shirt from scullers is a great addition to your wardrobe.  The black and white combo and the metal buttons gives off an energetic vibe. Pair this shirt with denims or chinos and semi-formal leather shoes for a cool casual look. Model statistics The model wears size M in t-shirts Height-6.2', Shoulders-17.5""",Scullers Men Scul White Black Shirt,Shirts,8805.jpg,True
16345.jpg,"Composition Pink and blue striped shirt made of a cotton blend fabric, has full sleeves with buttoned cuffs, spread collar with a buttoned front placket, patch pocket on the left chest and a curved hem   Fitting  Nuvo   Wash care  Wash separately using a mild detergent Do not bleach Drip dry Warm iron  Don a royal look and spread your grandeur in style with this striped shirt from the Deep Royals collection of peter england. Crafted in Royal Indian signature colours from a cotton blend fabric, this shirt offers exemplary comfort. Pair it with crisp formals, a blazer, classy accessories and rich leather formal shoes.   Model statistics  The product is a size M on a model of height 6' and shoulders 18""",Peter England Men Stripes Pink Shirt,Shirts,16345.jpg,True
9635.jpg,"Composition White shirt with light blue stripes, made of polycot, has a tipped collar, front buttoned placket, full length sleeves with buttoned cuffs, pocket on left chest and a curved hemline   Fitting  Regular  Wash care Wash dark colours separately Hand wash or machine wash cold using mild detergent Do not wring or bleach Flat dry in shade Do not iron on print  Stripes that add immense style to your casual look is what indigo nation brings into your life. Be the cynosure of all eyes in this stylish shirt, while the fabric keeps you fresh and comfortable all day. Pair it with formal pants, denims or corduroys and black footwear for stylish formal and casual looks.  Model statistics The model wears size 40 in shirts Height: 6; Shoulders: 18",Indigo Nation Men Price catch Blue White Shirts,Shirts,9635.jpg,True
13743.jpg,"Composition Light yellow and black plaid check shirt made of 100% cotton, that has long sleeves with buttoned cuffs and a button at the elbow level so that the sleeves can be rolled up with buttoned with a flap, spread collar with tape detailing on the inseam, front buttoned placket, embroidered brand name on the left chest and curved hem   Fitting  Regular   Wash care  Delicate machine wash Do not tumble dry Turn inside out and dry in shade Warm iron, but do not iron on print/embroidery  Update your casual style with this check shirt from belmonte. The bold plaid checks and embroidered brand name gives an simple, sophisticated look, while the cotton fabric keeps you feeling fresh and comfortable all day long. Team this with jeans or khakhis and leather slip-on shoes for a laidback vibe.   Model statistics  The model wears size M in shirts Height-6'3”, Shoulders-19""",Belmonte Men Check Black Shirts,Shirts,13743.jpg,True
14760.jpg,"Composition Blue and white basket weave shirt made of 100% superfine cotton, has a tipped collar with a buttoned front placket, full sleeves with buttoned cuffs, SPI 16 on the shoulders, patch pocket on the left chest, box pleat at the back and a tailed hem  Fitting  Slim   Wash care  Machine wash separately in cold water in a gentle cycle inside out, using a high quality detergent Do not bleach or wring Tumble dry low Line dry inside out in shade Warm steam iron  do not iron on decorations  This basket weave shirt from arrow's Premium Collection is crafted from soft cotton fabric and fine cuts in a visually contemporary line that offers a flattering formal silhouette, making for an easy addition to your wardrobe. Team it with crisp formal pants and a blazer. Add on leather shoes and classy accessories for that perfect formal look.   Model statistics The model wears size M in shirts Height: 5'11""  Shoulders: 17.5""",Arrow Men Solid Blue Shirts,Shirts,14760.jpg,True
37725.jpg,"Style note This john players shirt gets a sartorial stamp of approval, with it's refined collar, silhouetted tailoring and it's fine, luxe fabric. Make the right impression with this shirt - be it on lazy weekends or during after-hours dinner. The best bet for semi-formal Fridays, wear this with fitted denims and ankle boots!   Product Details Yellow and blue checked shirt made of cotton fabric, has a spread collar, long sleeves with buttoned cuffs, full buttoned placket, a patch pocket on the left chest, brand embroidered above the left chest pocket and a curved hem   Material and Care 100% cotton Dry clean or machine wash with like colours only Use a non-chlorine bleach if needed Line dry inside-out in shade Warm iron   Size and Fit Trim Fit The model (height 6' and shoulders 18"") is wearing a size 40",John Players Men Yellow Check Shirt,Shirts,37725.jpg,True
9501.jpg,"Composition White and black check shirt with grey accents, made of cotton-polyester  blend fabric, has a tipped collar, front buttoned placket, full arm  sleeves and pocket on left chest   Fitting Regular   Wash care Pre-soak the garment before wash Preferably hand wash inside out with zippers and buttons fastened, using a mild detergents Wash dark colours separately Do not attempt to remove stains by spot washing Flat dry or drip dry on hanger and avoid wringing Preferably steam iron  Checks that add immense style to your formal look is what john miller brings into your life. Be the cynosure of all eyes in this stylish  shirt, while the fabric keeps you fresh and comfortable all day. The  full arm sleeves add a touch of regality to your personality. Pair it  with formal trousers and black leather footwear for that classic look.  Model statistics The model wears size M in shirts Height-6', Shoulders-18"" ",John Miller Men white black grey check Shirts,Shirts,9501.jpg,True
10473.jpg,"Composition Grey shirt made of 100% cotton in a rugged look,long sleeves with buttoned placket, two patch pockets on the chest with buttoned flaps, buttoned placket on the chest, appliqued elbow patches, appliqued brand seal over the right and left sleeves and curved hemline Fitting Regular Wash care Machine wash cold Do not tumble dry Turn inside out before drying Don't dry in direct sunlight Use warm iron Do not iron on print Upgrade your cool quotient with this rugged shirt from flying machine. The cotton fabric keeps you fresh all day while you hang out with your friends. The double patch pocket and the thread detailing adds a touch of style. Team it with jeans or chinos and slip-on shoes for a laidback look. Model statistics The model wears size M in t-shirts Height-6'; Shoulders-19”",Flying Machine Men FS Solid Grey Shirts,Shirts,10473.jpg,True
37738.jpg,"Style note This john players shirt gets a sartorial stamp of approval, with it's refined collar, silhouetted tailoring and it's fine, luxe fabric. Make the right impression with this shirt - be it on lazy weekends or during after-hours dinner. The best bet for semi-formal Fridays, wear this with fitted denims and ankle boots! Product Details Dark pink shirt with blue stripes, has a spread button-down collar, a patch pocket on the left chest, full sleeves with buttoned cuffs, a buttoned placket and a curved hem Material and Care 100% cotton Dry clean or machine wash with like colours only Use a non-chlorine bleach if needed Line dry inside-out in shade Warm iron Size and Fit John Players' Trim Fit The model (height 6' and shoulders 18"") is wearing a size 40",John Players Men Stripes Pink Shirt,Shirts,37738.jpg,True
9808.jpg,"Composition White half sleeves shirt with blue checks, made of 60% polyester, 30% cotton and 10% linen, has a patch pocket on the left chest, rolled cuff, full length buttoned placket and curved hemline   Fitting  Regular   Wash care Machine/hand wash at 40 C Wash dark colours separately Do not bleach Tumble dry on normal Hot iron  When it's Thursday and you want to wear something that's not formal, but not casual either, try this semi-formal shirt from john miller. Mixed with linen, this shirt looks fresh and crisp, and will keep you cool all day long. Pair it with corduroys for a relaxed look.  Model statistics The model wears size M in t-shirts Height-6', Shoulders-18"" ",John Miller Men Blue Checks Shirts,Shirts,9808.jpg,True
29635.jpg,"Composition Red patterned shirt made of blended cotton fabric, has a spread collar, long sleeves with buttoned cuffs, a patch pocket on the left chest, a full buttoned placket and a curved hem Fit Slim fit Wash care Wash dark colours separately Hand wash or machine wash cold Use mild detergent Flat dry in shade Do not wring, bleach, iron on print This impeccably designed shirt from indigo nation remains a timeless classic. Wear this with chinos or denims and style it with understated accessories. Model statistics The product is a size 40 on a model of height 6' and shoulders 18""",Indigo Nation Men Maroon Shirt,Shirts,29635.jpg,True
37783.jpg,"Style note This john players shirt gets a sartorial stamp of approval, with it's refined collar, silhouetted tailoring and it's fine, luxe fabric. Make the right impression with this shirt - be it on lazy weekends or during after-hours dinner. The best bet for semi-formal Fridays, wear this with fitted denims and ankle boots! Product Details Navy blue shirt with a cut-away collar, a patch pocket on the left chest, short sleeves and a curved hem Material and Care 100% cotton Dry clean or machine wash with like colours only Use a non-chlorine bleach if needed Line dry inside-out in shade Warm iron Size and Fit John Players' Trim Fit The model (height 6' and shoulders 18"") is wearing a size 40",John Players Men Navy Blue Shirt,Shirts,37783.jpg,True
17544.jpg,"Composition Blue and white striped shirt with red accents, made of blended cotton, has full sleeves with buttoned cuffs, spread collar, buttoned placket, patch pocket on the left chest with stitch detailing and a curved hem   Fit  Slim   Wash care  Delicate machine wash at 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub, bleach or iron directly on print/embroidery Drip dry Warm iron  This formal shirt from mark taylor is crafted for the urban office-goer with its fashionable design and flattering slim fit. Show off your professional side with this signature shirt. Pair it with formal trousers, a leather belt and leather shoes for a smart day-to-night combination.   Model statistics  The model wears a size M in shirts with height 6' and shoulders 18""",Mark Taylor Men Blue & White Striped Shirt,Shirts,17544.jpg,True
31643.jpg,"Composition Purple shirt made of 100% cotton, has a spread collar, long sleeves with buttoned cuffs, a patch pocket on the left chest, a full buttoned placket and a curved hem Fit indigo nation Edgy Fit Wash care Wash dark colours separately Hand wash or machine wash cold Use mild detergent Flat dry in shade Do not wring, bleach, iron on print This impeccably designed casual shirt from indigo nation, styled like a formal shirt remains a timeless classic. Wear this with denims and style it with understated accessories. Model statistics The product is a size 40 on a model of height 6' and shoulders 18""",Indigo Nation Men Purple Shirt,Shirts,31643.jpg,True
11090.jpg,"Composition Blue and purple plaid checked full sleeves shirt with a hint of white, made of 100% cotton with a 100% cotton lining, full length buttoned placket with a mid-sleeve button, brand embroidery on the right shoulder with shoulder panels in fabric, two pockets on the chest, and a brand tab above the right pocket Fitting Slim Wash care only hand wash in cold water using a mild detergent Do not wring or bleach Flat dry in shade Warm iron Checks that add immense style to your casual look is what scullers brings into your life. Be the cynosure of all eyes in this stylish shirt, while the fabric keeps you fresh and comfortable all day. Pair it with formal pants, denims or corduroys and black footwear for stylish formal and casual looks. Model statistics The model wears size M in shirts Height-6', Shoulders-18""",Scullers Men Check Blue Shirts,Shirts,11090.jpg,True
22388.jpg,"Composition White and blue striped shirt wih black accents, made of 100% cotton, has a spread collar, full sleeves with buttoned cuffs, a patch pocket on the left chest and a curved hem Fit Slim Wash care Delicate machine wash at 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub, bleach or iron directly on print/embroidery Drip dry Warm iron This formal shirt from mark taylor is crafted for the urban office-goer with its fashionable design and flattering slim fit. Style it with formal trousers, a leather belt and leather shoes for a smart day-to-night combination. Model statistics The product is a size 40 on a model of height 6' and shoulders 18""",Mark Taylor Men Striped Blue Shirt,Shirts,22388.jpg,True
8895.jpg,"Composition Black shirt with self checks, made of a cotton blend fabric that has a shiny edge, has a tipped collar with a fabric tape inseam, full arm sleeves with buttoned cuffs, front buttoned placket and pocket on left chest Fitting Slim Wash care Pre-soak the garment before wash Preferably hand wash inside out with zippers and buttons fastened, using a mild detergents Wash dark colours separately Do not attempt to remove stains by spot washing Flat dry or drip dry on hanger and avoid wringing Preferably steam iron Checks that add immense style to your formal look is what indigo nation brings into your life. Be the cynosure of all eyes in this stylish shirt, while the fabric keeps you fresh and comfortable all day. Pair it with formal trousers and black leather footwear for that classic look. Model statistics The model wears size 40 in shirts Height-6.2', Shoulders-17.5""",Indigo Nation Men Bling Black Shirts,Shirts,8895.jpg,True
13417.jpg,"Composition Dark teal blue shirt made of 100% cotton, has a mandarin collar, full buttoned placket on the front, full sleeves with buttoned cuffs, two patch pockets on the chest with buttoned flaps, stitch detailing and pin tucks on the front and back, and a curved hem Fitting Regular Wash care Delicate machine wash at 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Dry flat in shade Warm iron Do not iron directly on print/embroidery Subtle and stylish, this dark teal blue shirt from united colors of benetton is perfect for casual wear. The mandarin collar and pin tucks adds an interesting edge, while the cotton fabric keeps you feeling fresh and comfortable all day long. Team this with jeans and canvas shoes for that cool, casual look. Model statistics The model wears size M in t-shirts Height-5.11"", Shoulders-18.5""",United Colors of Benetton Men Solid Blue Shirts,Shirts,13417.jpg,True
16407.jpg,"Composition Black shirt with striped accents, made of 100% cotton, has half sleeves, spread collar with a full front button placket, pocket on the left chest with branding, half sleeves, and a curved hem   Fitting  Regular   Wash care  Machine wash with warm water Do not bleach Tumble dry Warm iron  This Levi's cotton shirt traces a relaxed silhouette flattering all body shapes to make you look your casual best. This off-duty essential is a must-have for the modern urban male. Slip into jeans along with sneakers or suede shoes to complement this trendy-yet-classic shirt.   Model statistics  Product is a size M on a model of height 6' and shoulders 18.5""",Levis Men Solid Black Shirts,Shirts,16407.jpg,True
19831.jpg,"Composition Black and white check shirt with mustard accents made 100% cotton, has full sleeves with buttoned cuffs, a spread collar, a full buttoned placket,embroidered branding and a patch pocket on the left chest with a buttoned flap and a curved hem Fit Slim Wash care Wash similar colours together Machine wash or hand wash cold using a mild detergent Do not wring, bleach, or iron on print Flat dry in shade US Polo's flair for understated and focussed minimalism is combined with modern style in this luxe shirt made of pure cotton. Fashioned to win the approval of savile row sartorialists and made of soft fabric, this piece is a wardrobe essential. Wear this with denims, bold leather belts and casual shoes Model statistics The product is a size M on a model of height 6' and shoulders 18""",U.S. Polo Assn. Men Check Black Shirt,Shirts,19831.jpg,True
12011.jpg,Wash care  Wash separately with mild detergent Do not bleach Drip dry Warm iron,Mark Taylor Men Purple Striped Shirts,Shirts,12011.jpg,True
46396.jpg,"Style Note casual shirts from adidas take style and comfort to an all new level. Paired with chinos, this check shirt is a must have in your evening wear wardrobe. You can also pair it with jeans for a casual look on your day off.   Product Details Blue, grey and white check shirt with yellow and purple accents, has a spread collar, full buttoned placket, back yoke, long sleeves with buttoned cuffs, mid arm buttoned tab to wear it with shorter fold over sleeves, patch pocket on the chest on the left side and a curved hemline   Material and Care 100% cotton Machine wash warm Do not bleach or tumble dry Use warm iron   Size and Fit Regular fit The model (height 6' and shoulders 18”) is wearing a size M",ADIDAS Men Blue & Black Check Shirt,Shirts,46396.jpg,True
13943.jpg,"Composition Brown shirt made of a cotton blend fabric, has full sleeves with buttoned cuffs, spread collar with a buttoned front placket that has a check inner, stitch detailing, pocket on the left chest and a curved hem Fitting Regular Wash care Delicate machine wash at 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Dry flat in shade Warm iron  do not iron directly on decoration This easy-to-wear shirt from United Colours of Benetton adds a touch of fun and playfulness to your wardrobe. Show off your fun side with this classy piece and revel in the soft comfort of the fabric. Pair it with interesting denims and casual shoes. Model statistics Product is a size M on a model of height 6' and shoulders 18.5""",United Colors of Benetton Men Solid Brown Shirts,Shirts,13943.jpg,True
17537.jpg,"Composition Yellow and blue striped shirt with white accents, made of blended cotton, has full sleeves with buttoned cuffs, spread collar, buttoned placket, patch pocket on the left chest with stitch detailing and a curved hem  Fit  Slim   Wash care  Delicate machine wash at 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub, bleach or iron directly on print/embroidery Drip dry Warm iron  This formal shirt from mark taylor is crafted for the urban office-goer with its fashionable design and flattering slim fit. Show off your professional side with this signature shirt. Pair it with formal trousers, a leather belt and leather shoes for a smart day-to-night combination.   Model statistics  The model wears a size M in shirts with height 6' and shoulders 18""",Mark Taylor Men Yellow & Blue Striped Shirt,Shirts,17537.jpg,True
8748.jpg,"Composition Orange shirt made of 100% cotton, has a tipped collar with a black inseam, front buttoned placket with black inseam, short sleeves, pocket on left chest and a curved hemline Fitting Regular Wash care Wash dark colours separately Hand wash or machine wash cold using mild detergent Do not wring or bleach Flat dry in shade Do not iron on print Be the cynosure of all eyes in this stylish shirt from indigo nation. Perfect for formal and semi-formal occasions, this shirt is bound to up your smartness quotient, while the fabric keeps you fresh and comfortable all day. Pair it with formal pants, denims or corduroys and black footwear for stylish formal and casual looks. Model statistics The model wears size 40 in shirts Height: 6’1”; Chest: 38.5”; Shoulders: 18.5”",Indigo Nation Men Plain Orange Shirts,Shirts,8748.jpg,True
43043.jpg,-,Indigo Nation Navy Blue Shirt,Shirts,43043.jpg,True
13853.jpg,"Composition Black and pink shirt on  a base of white, made of 100% cotton, that has a tipped collar with a black inseam, front buttoned placket, full length sleeves with stitched elbow reinforcements and buttoned cuffs, pocket on left chest and a curved hemline Fitting Regular Wash care Wash dark colours separately Hand wash or machine wash cold using mild detergent Do not wring or bleach Flat dry in shade Do not iron on print Checks that add immense style to your casual look is what indigo nation brings into your life. Be the cynosure of all eyes in this stylish shirt, while the fabric keeps you fresh and comfortable all day. Pair it with formal pants, denims or corduroys and black footwear for stylish formal and casual looks. Model statistics The model wears size 40 in shirts Height: 6’1”; Chest: 38.5”; Shoulders: 18.5”",Indigo Nation Men Check Purple Shirts,Shirts,13853.jpg,True
17552.jpg,"Composition Blue and cream striped shirt made of blended cotton, has full sleeves with buttoned cuffs, spread collar, buttoned placket, patch pocket on the left chest with stitch detailing and a curved hem   Fit  Slim   Wash care  Delicate machine wash at 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub, bleach or iron directly on print/embroidery Drip dry Warm iron  This formal shirt from mark taylor is crafted for the urban office-goer with its fashionable design and flattering slim fit. Show off your professional side with this signature shirt. Pair it with formal trousers, a leather belt and leather shoes for a smart day-to-night combination.   Model statistics  The model wears a size M in shirts with height 6' and shoulders 18""",Mark Taylor Men Blue & Cream Striped Shirt,Shirts,17552.jpg,True
18756.jpg,"Composition denim shirt dress made of 100% cotton, has long sleeves with buttoned cuffs and mid sleeve button tab, buttoned centre placket, denim covered buttons, shirt back is slightly gathered at yolk, belt tie at back with belt loops at sides, two front pockets and curved hem   Fit  Regular   Wash care  Wash with like colours, use only mild detergent Tumble dry low Do not bleach  Do not dry in direct sunlight Warm iron  The classic shirt dress has been reworked by arrow in denim fabric, and they've considered all the details -  right down to cute covered buttons.  Wear this as an easy casual dress when you want to look relaxed without losing out on style.   Model statistics  The product is a size M on a model of height 5.8"" and chest 33""",Arrow Woman Kiro Blue Shirt,Shirts,18756.jpg,True
15971.jpg,"Composition Green, purple and white plaid check shirt made of 100% cotton, has long sleeves with buttoned cuffs and a button on the elbow for rolling up the sleeves, buttoned placket, patch pocket on the upper left chest, brand tab on the right side seam and a curved hemline Fitting Slim Wash care Machine wash cold at 30 degrees with like colours Do not bleach Wash and dry inside out Hang to dry in shade Medium iron The cleverly mitired pocket on the upper left chest adds smooth styling to this green, purple and white plaid check shirt from turtle, while the cotton fabric keeps you feeling fresh and comfortable all day. Part of the proceeds from the sale of this product go towards the Save Turtle project in collaboration with WWF and Wildlife Society of Orissa, making it an environment friendly choice. Team this with jeans and sneakers. Model statistics Product is a size M on a model of height 6' and chest 39""",Turtle Check Men Green Shirt,Shirts,15971.jpg,True
33053.jpg,"Style Note This shirt from the US Polo Collection is crafted from soft cotton fabric and has a contemporary cut that offers a flattering silhouette. Team it with crisp chinos and leather shoes or jeans and sneakers paired with classy accessories for that perfect look. Product Details Blue formal shirt, has a spread collar, full buttoned placket, branding appliqued on the left chest, long sleeves with buttoned cuffs and a curved hem Material and Care 100% cotton Wash dark colours separately Machine wash or hand wash cold using a mild detergent Do not wring, bleach, or iron on print Flat dry in shade Size and Fit Regular fit The model (height 6' and shoulders 18"") is wearing a size M",U.S.Polo Assn. Men Blue Shirt,Shirts,33053.jpg,True
9522.jpg,"Composition Blue and white striped shirt made of cotton-polyester blend fabric, has a tipped collar, front buttoned placket, full arm sleeves and pocket on left chest Fitting Regular Wash care Pre-soak the garment before wash Preferably hand wash inside out with zippers and buttons fastened, using a mild detergents Wash dark colours separately Do not attempt to remove stains by spot washing Flat dry or drip dry on hanger and avoid wringing Preferably steam iron Stripes that add immense style to your formal look is what john miller brings into your life. Be the cynosure of all eyes in this stylish shirt, while the fabric keeps you fresh and comfortable all day. The full arm sleeves add a touch of regality to your personality. Pair it with formal trousers and black leather footwear for that classic look. Model statistics The model wears size M in shirts Height-6', Shoulders-18""",John Miller Men blue white stripe Blue Shirts,Shirts,9522.jpg,True
22382.jpg,"Composition White shirt with blue and green stripes, made of blended cotton, has full sleeves with double buttoned cuffs, medium spread slim collar, buttoned placket with pearlescent white buttons, patch pocket on the left chest with stitch detailing and a curved hem  Fit Slim  Wash care Machine wash separately using mild detergent Do not dry clean, do not bleach Drip dry Warm iron  Choose your favourites from the great range of mark taylor formal shirts available on myntra.  Impeccable construction, attention to detail and smart stripes place this shirt firmly ahead of the pack – wear with confidence tucked into formal trousers.  Model statistics The model wears a size M in shirts with height 6' and shoulders 18""",Mark Taylor Men Blue & Green Striped White Shirt,Shirts,22382.jpg,True
27868.jpg,"Blue on white pin shirt, spread collar, full length placket, short puff sleeves, curved hem",Scullers For Her Women White Striped Shirt,Shirts,27868.jpg,True
5952.jpg,"Composition 100% cotton shirt with half sleeves, has plaid checks in shades of brown, with red-mustard-white accents, brown stitch detailing, tape detailing on the in-seam of the collar, one snap button at the bottom of the placket, buttoned patch pockets on both chest, buttoned shoulder flaps, full length buttoned placket and curved hemline Fitting Slim Wash care   Machine wash at 40 degree C  Wash dark colours separately  Do not bleach  Tumble dry on normal or line dry  Warm iron   Get ready to take casual dressing to the next level with this plaid shirt from locomotive. The cool cotton fabric keeps you fresh all day while you hang out with your friends. This shirt can be teamed with low slung jeans and canvas shoes for a laidback look. Model statistics The model wears size M in t-shirts Height-6', Shoulders-18""",Locomotive Men Brown Checked Shirt,Shirts,5952.jpg,True
9882.jpg,"Composition Purple full sleeves shirt with white stripes, made of 100% cotton, has a patch pocket on the left chest and full front buttoned placket Fitting Regular Wash care Hand/machine wash  in cold water with mild detergent Wash dark colours separately Do not bleach Tumble dry low Dry in shade Warm iron Formal clothes don't have to be boring! Make your weekdays fun by wearing this striped formal shirt from indigo nation. The shirt looks fresh and crisp, and will keep you cool all day long. Team it with well-fitting formal trousers and a pair of leather shoes to take the office by storm, and team it with jeans when you hang out with your friends. One shirt, many uses! Model statistics The model wears size 40 in shirts Height: 6; Shoulders: 18",Indigo Nation Men Hot Stepper Purple Shirts,Shirts,9882.jpg,True
